Temperature,Humidity,WindSpeed,Visibility,Pressure
6.211111111,0.73,19.3039,14.9569,1007.39
6.1111111110000005,0.76,17.4363,9.982000000000001,1007.67
6.1111111110000005,0.76,20.4148,9.982000000000001,1007.98
6.172222222,0.76,17.0499,9.982000000000001,1008.57
7.222222222,0.71,20.5114,9.982000000000001,1008.87
7.288888889,0.73,17.6456,9.982000000000001,1009.44
7.405555556,0.72,14.4095,9.982000000000001,1010.03
7.961111111,0.7,10.7548,10.0464,1010.22
8.033333333,0.7,4.8622,10.0464,1010.39
9.077777778,0.65,2.3828,10.0303,1010.24
9.05,0.62,0.322,9.982000000000001,1010.0
9.05,0.65,3.2522,11.2056,1009.98
9.183333333,0.65,3.0107,11.0285,1010.05
9.072222222,0.7,10.465,9.982000000000001,1010.1
7.983333332999999,0.75,7.3416,9.982000000000001,1010.39
8.072222222,0.75,9.5151,9.982000000000001,1010.91
7.8944444439999995,0.82,9.9981,9.982000000000001,1011.32
7.311111111000001,0.83,13.685,11.9784,1011.61
7.338888889,0.84,11.5437,14.168,1011.97
6.622222222,0.85,12.719000000000001,14.9086,1012.22
6.066666667000001,0.88,12.8961,14.9086,1012.74
8.338888889,0.88,0.6923,15.0052,1015.35
5.183333333,0.91,5.5384,9.982000000000001,1013.29
3.722222222,0.94,5.2003,9.982000000000001,1013.39
4.8555555560000005,0.93,5.6189,5.9248,1013.45
5.211111111,0.92,4.7656,1.2236,1013.4
6.255555556,0.92,7.9212,7.2128,1013.81
7.794444444,0.87,9.7566,10.6743,1014.7
10.05,0.76,9.6922,11.2056,1014.67
12.2,0.66,14.49,9.982000000000001,1014.66
12.7,0.63,20.3343,11.0285,1014.8
13.93333333,0.58,23.5865,11.27,1014.47
15.09444444,0.59,22.2985,11.27,1014.16
15.15,0.5,14.7154,11.4471,1014.07
16.17777778,0.44,14.49,11.27,1013.34
16.25,0.55,14.7154,11.27,1012.72
16.29444444,0.5,19.5937,11.4471,1012.38
16.1,0.56,14.8281,11.1251,1012.38
12.95555556,0.68,11.9784,11.27,1012.72
13.85,0.64,11.5598,11.4471,1013.42
12.77777778,0.69,14.2485,10.0464,1014.41
12.15,0.72,11.2539,15.8746,1014.89
10.67777778,0.81,5.7799,15.0052,1014.91
10.44444444,0.83,2.6404,15.8746,1014.75
9.822222222,0.8,5.313,15.8746,1015.55
11.02777778,0.74,11.3827,14.9569,1015.7
7.1388888889999995,0.93,3.6547,14.9086,1016.43
7.622222222,0.89,10.8675,14.9086,1016.56
7.627777778,0.86,6.5205,13.3791,1017.15
7.044444444,0.86,11.3988,9.982000000000001,1017.37
8.6,0.84,9.66,9.982000000000001,1018.25
9.65,0.84,15.9551,9.982000000000001,1019.24
12.10555556,0.72,13.1698,9.982000000000001,1019.83
12.77777778,0.71,13.1698,11.2056,1020.51
13.81111111,0.65,9.6761,11.4471,1020.91
16.01666667,0.48,11.2378,11.27,1020.6
17.12777778,0.47,12.7029,11.27,1020.39
17.14444444,0.43,10.6099,11.4471,1020.34
17.77777778,0.4,7.9534,11.2056,1019.7
17.77777778,0.37,2.5921,11.2056,1018.89
17.80555556,0.43,11.0124,10.3523,1018.48
16.15555556,0.52,9.1931,9.982000000000001,1017.87
14.05,0.63,9.1609,9.982000000000001,1017.56
13.08888889,0.67,9.2736,9.982000000000001,1017.38
12.28888889,0.72,9.4507,9.982000000000001,1017.58
12.77777778,0.66,11.0768,15.8263,1017.65
12.72777778,0.67,13.3791,14.9569,1017.36
12.26666667,0.69,14.1358,15.8263,1016.8
11.71111111,0.71,11.3183,15.8263,1016.64
10.82777778,0.86,9.177,14.168,1013.13
12.2,0.59,14.168,15.8263,1014.79
12.2,0.6,14.2968,15.8263,1014.25
11.68888889,0.68,13.8299,14.9569,1013.95
11.20555556,0.77,14.007,9.982000000000001,1013.63
11.13333333,0.77,15.4882,9.982000000000001,1013.27
11.43888889,0.77,13.8782,10.3523,1013.56
13.03333333,0.81,14.4578,9.982000000000001,1012.85
17.24444444,0.62,25.0194,11.27,1012.15
17.73888889,0.53,27.37,11.4471,1011.71
17.84444444,0.56,22.218000000000004,11.27,1011.28
18.86111111,0.56,23.5382,11.27,1010.99
18.66666667,0.56,19.8996,11.3988,1010.93
17.82222222,0.56,17.5007,11.27,1010.7
17.8,0.59,17.6939,11.27,1010.52
17.35,0.57,19.5615,11.3988,1010.69
16.06666667,0.67,21.8155,11.2056,1010.86
14.93333333,0.73,17.2753,11.2056,1011.14
13.92222222,0.78,11.7691,11.2861,1011.64
12.75555556,0.84,11.0446,11.0768,1012.02
12.75555556,0.84,11.0607,15.6975,1012.21
12.37222222,0.86,7.2933,14.8764,1012.33
11.18333333,0.93,6.922999999999999,15.8263,1012.6
11.66666667,0.9,11.1734,15.8263,1012.8
8.977777778,0.95,10.3201,6.8425,1012.66
10.57777778,0.93,11.1734,14.9086,1012.32
10.53333333,0.89,14.007,14.9086,1012.33
10.58888889,0.87,7.2933,14.168,1012.55
9.983333333,0.89,6.7298,15.8263,1012.71
11.02222222,0.86,7.888999999999999,9.982000000000001,1013.01
13.53888889,0.75,11.8657,9.982000000000001,1013.23
13.88888889,0.68,20.0123,11.2056,1013.31
15.0,0.67,17.5812,11.2056,1013.4
17.18333333,0.57,15.9551,11.4471,1013.27
16.2,0.62,16.3093,11.27,1013.02
17.75,0.56,17.7744,11.2056,1013.03
18.40555556,0.54,19.0785,15.3594,1012.55
17.82222222,0.59,17.5973,11.27,1012.03
17.31111111,0.57,20.3343,11.27,1011.81
17.50555556,0.55,13.7172,11.4471,1011.33
17.26666667,0.54,14.3773,9.982000000000001,1011.2
15.13888889,0.61,10.8997,9.982000000000001,1011.5
13.25,0.69,4.7173,9.982000000000001,1011.76
12.29444444,0.72,4.669,9.982000000000001,1012.01
10.7,0.79,3.5742,15.8263,1012.31
9.855555556,0.85,5.7477,14.9569,1012.51
9.522222222,0.88,11.27,11.9784,1012.52
8.405555556,0.92,3.1234,11.9784,1012.61
13.01111111,0.82,9.6278,14.9569,1011.27
7.733333332999999,0.96,3.4293,4.2987,1012.54
6.1388888889999995,0.96,3.3488,4.1216,1012.44
6.472222222,0.95,2.9946,4.7656,1012.62
6.627777778,0.96,3.3005,2.9302,1012.75
8.688888889,0.93,1.4329,5.8443,1012.96
11.99444444,0.81,2.415,9.6117,1013.38
13.76666667,0.78,4.1538,9.6761,1013.14
15.08888889,0.77,7.3738,9.9015,1013.33
16.45555556,0.68,7.8085,11.0768,1013.56
17.31111111,0.62,7.3738,11.27,1013.61
17.87222222,0.64,8.372,11.27,1013.11
19.03888889,0.47,7.0679,11.4471,1012.69
18.97777778,0.51,10.8675,11.27,1012.2
19.00555556,0.55,4.8139,11.2056,1011.7
19.01111111,0.53,4.7978,11.3988,1011.4
17.86666667,0.64,10.9319,11.2056,1011.32
17.26666667,0.62,10.8514,9.982000000000001,1011.23
16.18888889,0.61,5.0876,10.3523,1011.5
14.88333333,0.72,9.177,9.982000000000001,1012.05
14.32777778,0.75,10.9319,15.8263,1012.15
14.51111111,0.75,6.3756,14.9569,1012.09
14.37222222,0.75,6.5366,15.8263,1011.83
14.87777778,0.72,14.2163,15.8263,1011.45
10.40555556,0.92,3.6064,2.0125,1012.05
12.82222222,0.83,8.4364,11.2056,1011.18
12.8,0.85,14.4256,14.9086,1010.07
12.82777778,0.86,13.8943,14.168,1009.83
12.26666667,0.85,15.777999999999999,11.2056,1009.8
12.26666667,0.85,15.5848,11.27,1009.99
12.18333333,0.82,12.3809,11.0768,1010.21
12.17222222,0.8,20.3826,11.27,1010.41
12.71111111,0.83,22.0892,11.27,1010.33
15.60555556,0.78,22.3468,10.3523,1010.43
16.02222222,0.78,18.0642,11.2056,1010.29
17.2,0.67,17.6456,11.2056,1010.1
17.21666667,0.71,14.0875,11.0285,1009.96
17.82777778,0.69,13.4113,11.2056,1009.86
17.82777778,0.69,14.6188,11.2056,1009.47
17.73333333,0.69,9.2414,11.0285,1009.63
16.27222222,0.71,23.0713,11.2056,1009.39
13.16666667,0.93,3.7674,5.2164,1011.07
13.25555556,0.93,3.1395,8.05,1011.23
13.01111111,0.93,10.3362,9.982000000000001,1011.35
12.45555556,0.91,5.796,14.9086,1011.67
12.48888889,0.9,9.8854,14.5866,1011.76
9.555555556,0.8,6.4883,15.8263,1015.68
10.62222222,0.79,14.0231,15.8263,1015.41
8.722222222000001,0.93,4.5724,11.3988,1014.98
10.53333333,0.77,10.7709,15.8263,1015.18
9.444444444,0.83,6.5366,15.8263,1014.7
9.888888889,0.83,6.0858,14.9569,1014.64
10.36666667,0.78,10.7065,15.8263,1014.31
8.888888889,0.89,10.4972,11.2056,1014.63
9.977777778,0.84,8.0017,11.0285,1014.82
12.2,0.73,2.4633,9.982000000000001,1014.82
13.96111111,0.67,9.3058,9.982000000000001,1015.0
14.94444444,0.67,7.1645,10.3523,1014.9
16.18333333,0.71,11.753,9.982000000000001,1014.35
16.36666667,0.61,7.1323,11.27,1014.51
17.37222222,0.57,3.6225,11.4471,1014.32
17.67222222,0.51,1.7549,11.27,1013.93
17.72222222,0.53,8.6779,11.27,1013.45
16.23888889,0.61,2.8336,11.3988,1013.43
14.06666667,0.71,9.2414,11.2056,1013.58
13.95555556,0.76,7.4221,11.2056,1013.24
12.28888889,0.8,3.542,11.0285,1013.7
10.02222222,0.86,3.1073,9.9015,1014.14
9.377777777999999,0.86,6.44,15.6009,1014.34
9.416666667000001,0.9,4.6046,14.7154,1014.6
11.82777778,0.92,3.0268,15.8263,1011.68
10.76111111,0.91,5.1681,0.6118,1011.98
12.15555556,0.95,2.8497,3.6386,1015.64
9.672222222,0.94,5.7155,0.6118,1012.26
8.15,0.94,6.7620000000000005,0.6118,1012.63
10.2,0.95,5.6189,1.1109,1012.62
10.11666667,0.99,2.254,0.5152,1012.85
10.16111111,0.99,0.3381,0.4347,1013.61
11.24444444,0.98,2.7531,0.6923,1013.9
12.24444444,0.99,2.254,2.2057,1014.31
13.91111111,0.92,8.0983,4.2021,1014.43
15.61666667,0.82,2.2862,6.3112,1014.73
15.07222222,0.86,3.2844,6.3434,1014.92
15.07222222,0.82,7.5992,8.1949,1014.73
14.26666667,0.87,10.5616,6.8908,1014.92
16.01666667,0.81,6.6654,7.2772,1014.76
15.02777778,0.86,7.7119,7.2772,1014.37
13.94444444,0.89,7.2772,6.3112,1014.83
12.91666667,0.95,11.4793,4.7495,1015.11
12.89444444,0.95,5.2808,5.2164,1015.14
12.4,0.98,2.3506,5.8282,1015.5
12.26666667,0.99,8.05,6.1985,1015.76
12.22222222,0.96,6.1985,6.1985,1016.35
11.25,0.96,2.7692,3.8318,1016.38
11.52777778,0.96,3.1556,4.508,1016.43
11.53888889,0.96,5.9892,3.1234,1016.56
9.438888889,0.96,5.9731,1.8032,1017.23
11.43888889,0.96,6.279,3.8801,1016.17
11.39444444,0.96,6.44,3.864,1016.25
11.52777778,0.96,6.4239,3.2522,1016.13
11.95,0.93,4.83,0.644,1016.17
11.97222222,1.0,9.66,1.2558,1016.45
12.63333333,0.96,7.6636,2.3506,1016.94
12.75555556,0.96,7.9695,4.025,1017.06
13.84444444,0.9,7.9212,4.4919,1017.45
13.17222222,0.94,10.3845,6.2629,1017.77
15.06666667,0.86,8.1466,6.1985,1017.73
17.24444444,0.75,7.1645,11.27,1017.53
16.31666667,0.76,13.3469,11.0285,1017.31
17.38333333,0.74,13.6206,11.27,1016.82
15.27222222,0.76,8.2754,11.27,1016.6
17.45555556,0.72,5.2808,11.0768,1016.39
16.22222222,0.77,11.1573,11.27,1016.33
15.08333333,0.82,3.6869,11.27,1016.52
13.99444444,0.88,1.1431,9.6278,1016.81
12.17222222,0.92,0.6601,8.1305,1017.34
11.08888889,0.95,4.8461,1.0626,1017.54
11.09444444,0.95,3.3810000000000002,1.7871,1017.43
9.883333333,0.96,3.3649,1.0626,1017.65
9.355555556,0.96,6.4239,3.3649,1017.56
9.861111111,0.96,3.2361,4.4597,1016.16
8.272222222,0.99,3.3166,1.9159,1017.16
8.866666667,0.96,2.6243,1.7549,1017.15
8.816666667,0.96,3.9445,2.3667,1017.28
7.155555556,1.0,1.8515,0.2898,1017.15
8.85,0.99,3.4776,1.7549,1017.36
11.17777778,0.93,2.8819,2.5599,1017.7
12.38888889,0.98,3.4293,6.2951,1017.72
14.14444444,0.88,4.8783,9.982000000000001,1017.82
17.1,0.72,3.0589999999999997,11.0768,1017.77
18.93888889,0.64,4.2021,11.27,1017.3
17.91666667,0.68,4.0894,11.27,1016.9
19.98333333,0.53,1.2236,11.1412,1016.4
20.07222222,0.62,9.0643,11.27,1015.9
20.07222222,0.56,9.4829,11.27,1015.29
20.08333333,0.58,7.4865,11.3988,1014.9
19.08888889,0.63,9.1287,11.2056,1014.68
17.45,0.62,7.567,11.2056,1014.78
15.56666667,0.74,0.5152,9.982000000000001,1015.04
12.49444444,0.91,3.9445,9.982000000000001,1015.51
12.24444444,0.89,1.5295,15.8263,1015.72
11.41666667,0.92,2.9624,14.9569,1015.79
10.55555556,0.95,6.0375,14.812000000000001,1015.83
10.46666667,0.93,3.0751,9.8049,1015.95
10.25,0.95,5.2969,4.7495,1017.13
9.355555556,0.96,1.5295,4.025,1015.82
8.311111111,0.96,3.22,2.0286,1015.82
8.811111111,0.96,3.3971,1.7388,1015.89
8.733333333,0.93,6.3434,0.7889,1015.83
11.93333333,0.93,11.27,9.8049,1016.12
14.51666667,0.84,1.7066,9.5473,1016.23
18.73333333,0.68,3.22,9.982000000000001,1016.23
20.02777778,0.6,7.245,9.982000000000001,1016.38
21.03888889,0.55,6.4883,10.0303,1016.66
20.73888889,0.46,6.5044,15.8746,1016.58
22.31666667,0.48,7.5348,11.27,1016.27
22.11111111,0.5,6.4561,11.4471,1015.96
22.73333333,0.38,1.0143,10.0464,1015.34
22.77777778,0.37,5.1842,10.0464,1014.7
21.21666667,0.41,7.2772,11.4471,1015.2
20.18333333,0.45,1.4812,10.0464,1014.87
18.01111111,0.68,0.322,9.982000000000001,1014.78
17.42222222,0.65,0.5313,9.982000000000001,1015.54
13.96111111,0.82,0.0,9.982000000000001,1016.01
13.28888889,0.89,2.8819,15.8263,1016.52
12.32222222,0.89,2.4794,9.982000000000001,1016.96
11.11666667,0.95,3.1717,6.2951,1017.04
10.53333333,0.95,11.27,6.2951,1017.33
12.38333333,0.8,4.6207,14.168,1019.59
9.861111111,0.96,3.0751,3.8318,1017.25
8.872222222000001,0.95,1.5295,3.3649,1017.42
8.672222222,0.94,3.6386,4.2826,1017.74
7.688888888999999,1.0,0.0,0.7406,1018.13
10.91111111,0.99,1.61,4.1216,1018.62
14.83888889,0.82,2.6565,8.3398,1019.08
18.8,0.65,1.5295,9.982000000000001,1019.11
21.09444444,0.49,4.8783,9.982000000000001,1019.5
22.02777778,0.49,4.2826,11.0285,1019.86
22.82777778,0.47,3.6225,11.2056,1019.79
22.91666667,0.37,4.5563,9.982000000000001,1019.47
23.91666667,0.37,6.2951,10.3523,1019.25
23.91111111,0.4,2.5599,9.982000000000001,1018.89
23.93333333,0.37,4.3469999999999995,9.982000000000001,1018.6
23.91666667,0.32,1.1753,10.3523,1018.67
22.82222222,0.44,3.1234,9.982000000000001,1018.59
21.22777778,0.48,0.4025,9.982000000000001,1018.67
19.07777778,0.51,2.6887,9.982000000000001,1019.22
17.06111111,0.63,1.5778,9.982000000000001,1019.88
14.90555556,0.72,3.7513,15.8263,1019.91
13.08333333,0.87,3.4132,14.9569,1020.02
12.71111111,0.89,3.2522,15.8263,1020.11
12.12777778,0.89,3.1717,14.9086,1020.12
11.81111111,0.84,4.9910000000000005,14.9569,1018.38
12.01666667,0.8,6.2629,14.9086,1019.91
12.04444444,0.8,6.4239,14.812000000000001,1020.03
10.62777778,0.86,9.7083,14.0875,1020.39
9.911111111,0.99,9.1448,6.117999999999999,1020.6
12.55555556,0.9,7.7441,9.9015,1020.81
15.00555556,0.78,8.7584,9.9015,1021.01
17.33888889,0.74,12.1877,9.982000000000001,1020.94
19.1,0.67,12.6224,9.982000000000001,1020.66
21.26111111,0.57,9.9176,10.3523,1020.53
22.41111111,0.54,11.4471,11.2056,1020.16
22.93888889,0.5,8.5491,11.2056,1019.95
23.92777778,0.47,11.3022,11.3988,1019.43
23.96111111,0.47,8.3076,9.982000000000001,1018.97
23.96111111,0.38,8.5813,9.982000000000001,1018.28
23.11111111,0.42,10.7065,10.3523,1017.97
22.82222222,0.44,12.4936,9.982000000000001,1017.68
21.11111111,0.47,5.2164,9.982000000000001,1017.89
18.18888889,0.58,4.8622,10.3523,1017.96
16.01666667,0.72,4.6046,9.982000000000001,1018.31
15.46666667,0.72,6.44,15.8263,1018.6
14.60555556,0.76,6.7459,14.9569,1018.65
13.31111111,0.82,3.542,15.8263,1018.44
12.73333333,0.83,3.0751,15.8263,1018.23
13.78888889,0.77,6.0858,14.9569,1014.58
10.57777778,0.88,6.44,15.8263,1018.11
10.48333333,0.92,3.22,15.4721,1017.73
10.28888889,0.91,3.7513,14.8764,1017.7
9.972222222000001,0.92,1.5617,10.9802,1017.62
13.63888889,0.9,2.7048,9.8049,1017.54
16.73888889,0.74,7.245,10.3523,1017.7
18.83888889,0.65,3.4132,9.982000000000001,1017.78
21.16111111,0.59,4.6046,9.982000000000001,1017.3
22.58888889,0.53,4.4275,10.4006,1017.19
22.89444444,0.48,7.6636,11.27,1016.68
24.00555556,0.47,9.66,11.2056,1016.08
24.00555556,0.35,8.0017,11.3988,1015.62
23.97777778,0.44,9.2897,11.2056,1014.86
25.04444444,0.32,3.5903,11.2056,1013.97
24.07777778,0.35,4.9588,10.3523,1013.39
22.38333333,0.45,9.4829,9.982000000000001,1013.18
21.20555556,0.52,3.6869,9.982000000000001,1013.21
18.26111111,0.62,6.2146,10.3523,1013.75
17.2,0.67,14.49,9.982000000000001,1014.13
15.99444444,0.75,3.1073,9.982000000000001,1014.13
15.96111111,0.79,12.2843,11.9301,1014.06
15.44444444,0.72,13.845999999999998,15.8263,1013.92
14.37222222,0.75,10.9963,15.8263,1013.82
13.60555556,0.9,9.982000000000001,12.0428,1012.67
12.82222222,0.82,6.2468,15.8263,1013.04
12.75,0.83,3.3488,15.8263,1013.03
11.41666667,0.92,6.2307,15.2628,1012.98
12.33333333,0.86,2.4633,9.982000000000001,1012.83
14.90555556,0.78,10.2879,9.982000000000001,1013.03
15.89444444,0.74,10.2879,9.982000000000001,1013.13
17.22777778,0.72,12.0589,9.982000000000001,1013.13
17.82777778,0.73,7.4704,9.982000000000001,1013.1
17.91666667,0.72,10.0947,9.982000000000001,1013.17
19.05555556,0.67,9.0965,9.982000000000001,1013.0
20.14444444,0.67,7.5187,9.982000000000001,1012.69
20.26111111,0.62,3.8962,9.982000000000001,1012.54
21.20555556,0.62,4.6368,9.982000000000001,1011.87
21.25555556,0.67,4.8944,9.982000000000001,1011.19
20.23333333,0.66,7.2128,9.982000000000001,1011.17
19.07777778,0.71,7.6475,9.982000000000001,1011.08
17.94444444,0.77,10.5777,9.982000000000001,1011.28
15.49444444,0.82,20.608,11.0285,1012.08
14.14444444,0.89,8.4364,9.9015,1012.64
14.53888889,0.86,11.0768,11.8979,1012.79
14.13888889,0.86,3.6708,11.6886,1012.79
13.4,0.9,3.5098,11.9784,1012.56
13.42777778,0.9,3.3488,11.9784,1012.8
11.58888889,0.74,5.474,14.9569,1009.9
14.42222222,0.83,10.7709,14.9086,1011.91
13.91666667,0.86,10.6904,14.812000000000001,1011.72
13.4,0.9,10.3201,14.0875,1011.51
13.86666667,0.9,7.9373,9.9015,1011.51
14.90555556,0.84,11.27,9.7566,1011.6
15.93333333,0.74,10.6743,9.4346,1011.59
17.12777778,0.65,19.8996,9.9015,1011.41
18.75,0.58,19.4166,9.9015,1011.2
18.96111111,0.6,17.0499,9.982000000000001,1011.25
19.99444444,0.54,16.8728,10.0464,1010.98
21.11111111,0.5,17.3397,10.0464,1010.48
21.09444444,0.46,21.9604,10.4006,1010.24
21.17777778,0.43,19.8191,10.0464,1009.55
21.22777778,0.41,16.4703,11.27,1009.04
20.1,0.45,13.7977,11.4471,1008.55
19.02777778,0.51,9.7888,11.27,1008.17
17.85,0.59,14.0553,11.2056,1008.46
16.26111111,0.66,11.2861,9.9015,1008.94
14.98333333,0.72,13.9426,11.27,1009.55
14.46666667,0.65,11.0285,14.812000000000001,1009.57
13.94444444,0.6,10.8031,14.9569,1009.53
12.31666667,0.65,11.1734,15.8263,1009.56
11.76111111,0.66,10.8997,15.8263,1009.47
10.82777778,0.62,13.1859,14.9569,1011.18
10.13888889,0.73,10.948,15.8263,1009.25
10.62777778,0.71,11.109000000000002,14.9086,1008.87
10.60555556,0.69,13.524000000000001,14.9569,1008.82
10.07222222,0.71,15.5848,9.982000000000001,1008.84
11.16111111,0.71,21.5257,9.982000000000001,1009.07
12.88888889,0.67,22.9586,10.3523,1009.23
15.05,0.6,26.4845,11.2056,1009.25
15.16111111,0.59,26.726,9.982000000000001,1009.44
16.27222222,0.56,23.3611,10.3523,1009.76
17.8,0.46,28.0623,9.982000000000001,1009.34
17.93888889,0.46,27.9013,9.982000000000001,1009.14
18.85555556,0.41,25.7439,10.3523,1009.01
17.98888889,0.43,26.3557,9.982000000000001,1008.83
17.96111111,0.51,25.0516,9.982000000000001,1008.43
17.36111111,0.47,25.5668,10.3523,1008.7
16.25,0.52,23.3289,9.982000000000001,1009.03
14.12222222,0.47,20.0284,9.982000000000001,1009.42
12.95,0.55,14.9569,10.3523,1010.18
12.24444444,0.52,22.9425,9.982000000000001,1010.85
11.68888889,0.57,19.6581,15.8263,1011.08
11.15555556,0.59,20.7368,14.9569,1011.22
9.216666667,0.9,5.8443,14.6349,1014.24
8.683333333,0.9,5.2486,11.6725,1014.73
9.188888889,0.77,12.3165,14.9569,1013.46
8.594444444,0.93,6.2951,11.6725,1014.81
7.505555556,0.93,1.8515,9.6761,1014.35
6.216666667,0.95,9.6761,9.6922,1014.42
5.8555555560000005,0.93,0.4347,0.4669,1014.35
5.933333332999999,1.0,0.1449,5.8443,1014.55
10.40555556,1.0,0.7245,5.3935,1014.91
12.54444444,0.78,7.2611,9.5312,1014.44
13.86111111,0.77,3.8801,11.1251,1014.52
15.97777778,0.63,4.669,11.3988,1014.75
17.26666667,0.57,5.474,11.27,1014.41
17.84444444,0.5,2.6726,11.27,1014.02
16.42777778,0.54,3.9928,10.8997,1013.55
17.77777778,0.46,1.6744,11.27,1013.02
17.84444444,0.45,4.4275,11.27,1011.95
17.3,0.5,5.6672,11.3988,1012.11
15.18333333,0.65,12.7351,11.2056,1012.13
